City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
344,ponta delgada,37.7333,-25.6667,21.95,94,75,3.09,PT,1667491307
345,mount isa,-20.7333,139.5,18.87,22,0,3.6,AU,1667491686
346,ust-omchug,61.15,149.6333,-15.75,94,100,1.16,RU,1667491687
347,buala,-8.145,159.5921,26.62,82,100,1.5,SB,1667491687
348,severo-yeniseyskiy,60.3725,93.0408,-4.5,97,100,0.85,RU,1667491687
349,beira,-19.8436,34.8389,25.26,79,100,3.94,MZ,1667491688
350,havre-saint-pierre,50.2334,-63.5986,3.91,47,76,7.41,CA,1667491688
351,portland,45.5234,-122.6762,6.24,92,75,2.57,US,1667491145
352,conakry,9.538,-13.6773,28.77,70,94,3.95,GN,1667491689
353,cam ranh,11.9214,109.1591,25.98,73,40,4.12,VN,1667491689
354,sorong,-0.8833,131.25,26.09,85,92,1.77,ID,1667491689
355,pimentel,-6.8367,-79.9342,21.16,60,20,7.2,PE,1667491690
356,barcelos,41.5388,-8.6151,17.08,72,100,3.26,PT,1667491690
357,aktash,50.3,87.7333,-7.46,58,100,1.86,RU,1667491690
358,garowe,8.4054,48.4845,28.35,49,48,5.63,SO,1667491530
359,hasaki,35.7333,140.8333,14.22,59,74,9.54,JP,1667491691
360,camargo,27.6667,-105.1667,21.63,23,0,2.51,MX,1667491691
361,arman,59.7,150.1667,-4.39,75,100,4.61,RU,1667491691
